sourceTaxonName2,targetTaxonName2,sourceTaxon_zone,targetTaxon_zone,Paper ID,Reference DOI,sourceTaxonName,interactionTypeName,targetTaxonName,localityName,decimalLatitude,decimalLongitude,observationDateTime,Reference ISBN,Notes,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Colpomenia peregrina,Cystoclonium purpureum,Both,Subtidal,132,10.3119/15-24,Colpomenia peregrina,epiphyte of,Cystoclonium purpureum,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Fucus vesiculosus,Both,Intertidal,132,10.3119/15-24,Colpomenia peregrina,epiphyte of,Fucus vesiculosus,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Isopods,Both,Intertidal,NA,NA,Colpomenia peregrina,eaten by,Isopoda,NA,NA,NA,NA,NA,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,ITIS:92120,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda,NA,NA,NA,NA,NA
Colpomenia peregrina,Littorina littorea,Both,Intertidal,NA,NA,Colpomenia peregrina,eaten by,Littorina littorea,NA,NA,NA,NA,NA,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
Colpomenia peregrina,Littorina saxatilis,Both,Intertidal,NA,NA,Colpomenia peregrina,eaten by,Littorina saxatilis,NA,NA,NA,NA,NA,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Colpomenia peregrina,Mastocarpus stellatus,Both,Both,132,10.3119/15-24,Colpomenia peregrina,epiphyte of,Mastocarpus stellatus,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Mytilus edulis,Both,Both,132,10.3119/15-24,Colpomenia peregrina,epiphyte of,Mytilus edulis,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Nucella lapillus,Both,Intertidal,NA,NA,Colpomenia peregrina,eaten by,Nucella lapillus,NA,NA,NA,NA,NA,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
Colpomenia peregrina,Semibalanus balanoides,Both,Intertidal,132,10.3119/15-24,Colpomenia peregrina,epiphyte of,Semibalanus balanoides,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corallina officinalis,Carcinus maenas,Both,Both,NA,NA,Corallina officinalis,eaten by,Carcinus maenas,NA,NA,NA,NA,NA,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Corallina officinalis,Homarus americanus,Both,Subtidal,NA,NA,Corallina officinalis,eaten by,Homarus americanus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:113506,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
Corallina officinalis,Littorina littorea,Both,Intertidal,NA,NA,Corallina officinalis,eaten by,Littorina littorea,NA,NA,NA,NA,NA,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
Corallina officinalis,Littorina saxatilis,Both,Intertidal,NA,NA,Corallina officinalis,eaten by,Littorina saxatilis,NA,NA,NA,NA,NA,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Corallina officinalis,Nucella lapillus,Both,Intertidal,NA,NA,Corallina officinalis,eaten by,Nucella lapillus,NA,NA,NA,NA,NA,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
Corallina officinalis,Strongylocentrotus droebachiensis,Both,Both,NA,NA,Corallina officinalis,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:113506,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Corallina officinalis,Strongylocentrotus droebachiensis,Both,Both,NA,NA,Corallina officinalis,preyed upon by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:113506,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Crepidula fornicata,Asterias forbesi,Both,Subtidal,NA,NA,Crepidula fornicata,preyed upon by,Asterias forbesi,NA,NA,NA,NA,NA,NA,EOL:593855,Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula | Crepidula fornicata,NA,FBC:SLB:SpecCode:48659,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,NA,NA,NA,NA
Crepidula fornicata,Tautoga onitis,Both,Subtidal,142,10.1577/T05-313.1,Crepidula fornicata,preyed upon by,Tautoga onitis,Long Island Sound,NA,NA,NA,NA,requested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crisularia turrita,Tautogolabrus adspersus,Subtidal,Subtidal,138,NA,Bugula turrita,preyed upon by,Tautogolabrus adspersus,Mattapoisett Harbour Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cucumaria frondosa,Strongylocentrotus droebachiensis,Subtidal,Both,157,NA,Cucumaria frondosa,preyed upon by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,larval C frondosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclopterus lumpus,Amphipoda,Subtidal,Both,NA,NA,Cyclopterus lumpus,eats,Amphipoda,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL_V2:1158,Animalia | Arthropoda | Malacostraca | Amphipoda,NA,NA,NA,NA,NA
Cyclopterus lumpus,Bonnemaisonia hamifera,Subtidal,Subtidal,NA,NA,Cyclopterus lumpus,eats,Bonnemaisonia hamifera,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,FBC:SLB:SpecCode:118394,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,NA,NA,NA,NA
Cyclopterus lumpus,Ceramium virgatum,Subtidal,Both,NA,NA,Cyclopterus lumpus,eats,Ceramium virgatum,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,FBC:SLB:SpecCode:110144,Florideophyceae | Ceramiales | Ceramiaceae | Ceramium | Ceramium virgatum,NA,NA,NA,NA,NA
Cyclopterus lumpus,Chondrus crispus,Subtidal,Both,NA,NA,Cyclopterus lumpus,eats,Chondrus crispus,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:963603,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
Cyclopterus lumpus,Codium fragile,Subtidal,Both,NA,NA,Cyclopterus lumpus,eats,Codium fragile,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:912591,Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Bryopsidales | Codiaceae | Codium | Codium fragile,NA,NA,NA,NA,NA
Cyclopterus lumpus,Fucus vesiculosus,Subtidal,Intertidal,NA,NA,Cyclopterus lumpus,eats,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
Cyclopterus lumpus,Idotea balthica,Subtidal,Intertidal,NA,NA,Cyclopterus lumpus,eats,Idotea balthica,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL_V2:343405,Animalia | Arthropoda | Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,NA,NA,NA,NA
Cyclopterus lumpus,Ophiopholis aculeata,Subtidal,Subtidal,158b,10.1098/rstb.2008.0278,Cyclopterus lumpus,eats,Ophiopholis aculeata,NA,NA,NA,NA,NA,EOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclopterus lumpus,Sphacelaria cirrosa,Subtidal,Intertidal,NA,NA,Cyclopterus lumpus,eats,Sphacelaria cirrosa,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:916498,Chromista | Chromista | Phaeophyta | Phaeophyceae | Sphacelariales | Sphacelariaceae | Sphacelaria | Sphacelaria cirrosa,NA,NA,NA,NA,NA
Cyclopterus lumpus,Ulva lactuca,Subtidal,Intertidal,NA,NA,Cyclopterus lumpus,eats,Ulva lactuca,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,FBC:SLB:SpecCode:122514,Ulvophyceae | Ulvales | Ulvaceae | Ulva | Ulva lactuca,NA,NA,NA,NA,NA
Desmarestia aculeata,Buccinum undatum,Subtidal,Subtidal,NA,NA,Desmarestia aculeata,eaten by,Buccinum undatum,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Desmarestia aculeata,Lacuna vincta,Subtidal,Intertidal,NA,NA,Desmarestia aculeata,eaten by,Lacuna vincta,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
Desmarestia aculeata,Littorina saxatilis,Subtidal,Intertidal,NA,NA,Desmarestia aculeata,eaten by,Littorina saxatilis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Desmarestia aculeata,Nucella lapillus,Subtidal,Intertidal,NA,NA,Desmarestia aculeata,eaten by,Nucella lapillus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
Desmarestia aculeata,Strongylocentrotus droebachiensis,Subtidal,Both,NA,NA,Desmarestia aculeata,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Desmarestia aculeata,Strongylocentrotus droebachiensis,Subtidal,Both,10,10.1371/journal.pone.0098204,Desmarestia aculeata,preyed upon by,Strongylocentrotus droebachiensis,"Bread and Cheese Cove, Newfoundland",47.30972222,-52.79166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmarestia viridis,Buccinum undatum,Subtidal,Subtidal,NA,NA,Desmarestia viridis,eaten by,Buccinum undatum,NA,NA,NA,NA,NA,NA,GBIF:5423348,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Desmarestia viridis,Lacuna vincta,Subtidal,Intertidal,NA,NA,Desmarestia viridis,eaten by,Lacuna vincta,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:110416,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
Desmarestia viridis,Littorina saxatilis,Subtidal,Intertidal,NA,NA,Desmarestia viridis,eaten by,Littorina saxatilis,NA,NA,NA,NA,NA,NA,GBIF:5423348,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Desmarestia viridis,Strongylocentrotus droebachiensis,Subtidal,Both,NA,NA,Desmarestia viridis,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:110416,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Desmarestia viridis,Strongylocentrotus droebachiensis,Subtidal,Both,10,10.1371/journal.pone.0098204,Desmarestia viridis,preyed upon by,Strongylocentrotus droebachiensis,"Bread and Cheese Cove, Newfoundland",47.30972222,-52.79166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didemnum albidum,Strongylocentrotus droebachiensis,Subtidal,Both,167,NA,Didemnum albidum,preyed upon by,Strongylocentrotus droebachiensis,Great Bay Estuary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didemnum vexillum,Henricia sanguinolenta,Subtidal,Subtidal,168,10.1007/s10530-012-0339-1,Didemnum vexillum,preyed upon by,Henricia sanguinolenta,Isles of Shoals AND Cape Neddick,42.98861111,-70.61638889,2007-2010,NA,isles of shoals coordinates; include others?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didemnum vexillum,Strongylocentrotus droebachiensis,Subtidal,Both,167,NA,Didemnum vexillum,preyed upon by,Strongylocentrotus droebachiensis,Great Bay Estuary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinarachnius parma,Cancer borealis,Subtidal,Subtidal,NA,NA,Echinarachnius parma,preyed upon by,Cancer borealis,NA,NA,NA,NA,NA,NA,WORMS:158062,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,FBC:SLB:SpecCode:26783,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
Echinarachnius parma,Pseudopleuronectes americanus,Subtidal,Subtidal,NA,NA,Echinarachnius parma,eaten by,Pseudopleuronectes americanus,NA,NA,NA,NA,NA,NA,WORMS:158062,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,FBC:FB:SpecCode:524,Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,NA,NA,NA,NA
Echinarachnius parma,Strongylocentrotus droebachiensis,Subtidal,Both,NA,NA,Echinarachnius parma,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,ITIS:158016,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Gnathostomata | Clypeasteroida | Scutellina | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,ITIS:157969,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Echinacea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Elachista fucicola,Ascophyllum nodosum,Intertidal,Both,204,NA,Elachista fucicola,parasite of,Ascophyllum nodosum,"Tor Bay Provincial Park, Guysborough Co., Nova Scotia",49.19,-61.34,2000-2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Electra pilosa,Asterias rubens,Intertidal,Subtidal,NA,NA,Electra pilosa,preyed upon by,Asterias rubens,NA,NA,NA,NA,NA,NA,EOL:599446,Animalia | Bryozoa | Gymnolaemata | Cheilostomatida | Membraniporoidea | Electridae | Electra | Electra pilosa,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Fucus,Amphipoda,Intertidal,Both,NA,NA,Fucus,preyed upon by,Amphipoda,NA,NA,NA,NA,NA,NA,ITIS:11334,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,ITIS:93294,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda,NA,NA,NA,NA,NA
Fucus,Cancer irroratus,Intertidal,Subtidal,NA,NA,Fucus,eaten by,Cancer irroratus,NA,NA,NA,NA,NA,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Fucus,Littorina littorea,Intertidal,Intertidal,NA,NA,Fucus,eaten by,Littorina littorea,NA,NA,NA,NA,NA,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
Fucus,Littorina obtusata,Intertidal,Intertidal,NA,NA,Fucus,eaten by,Littorina obtusata,NA,NA,NA,NA,NA,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
Fucus,Littorina saxatilis,Intertidal,Intertidal,NA,NA,Fucus,eaten by,Littorina saxatilis,NA,NA,NA,NA,NA,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Fucus,Strongylocentrotus droebachiensis,Intertidal,Both,NA,NA,Fucus,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Fucus,Strongylocentrotus droebachiensis,Intertidal,Both,NA,NA,Fucus,preyed upon by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,ITIS:11334,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,ITIS:157969,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Echinacea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Fucus,Tectura testinalis,Intertidal,Intertidal,NA,NA,Fucus,eaten by,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Fucus,Testudinalia testudinalis,Intertidal,Both,NA,NA,Fucus,eaten by,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Fucus distichus,Buccinum undatum,Intertidal,Subtidal,NA,NA,Fucus distichus,eaten by,Buccinum undatum,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:119259,Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus distichus,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Fucus distichus,Littorina saxatilis,Intertidal,Intertidal,NA,NA,Fucus distichus,eaten by,Littorina saxatilis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:119259,Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus distichus,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Fucus distichus,Strongylocentrotus droebachiensis,Intertidal,Both,NA,NA,Fucus distichus,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:119259,Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus distichus,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Fucus distichus,Strongylocentrotus droebachiensis,Intertidal,Both,70,NA,Fucus distichus,preyed upon by,Strongylocentrotus droebachiensis,NA,NA,NA,1982,NA,"Missing to get article location, looks like lab study from the abstract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fucus vesiculosus,Carcinus maenas,Intertidal,Both,NA,NA,Fucus vesiculosus,eaten by,Carcinus maenas,NA,NA,NA,NA,NA,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Fucus vesiculosus,Carcinus maenas,Intertidal,Both,126,10.1007/s10530-008-9305-3,Fucus vesiculosus,preyed upon by,Carcinus maenas,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fucus vesiculosus,Cyclopterus lumpus,Intertidal,Subtidal,NA,NA,Fucus vesiculosus,eaten by,Cyclopterus lumpus,NA,NA,NA,NA,NA,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,NA,NA,NA,NA
Fucus vesiculosus,Idotea balthica,Intertidal,Intertidal,NA,NA,Fucus vesiculosus,eaten by,Idotea balthica,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:117527,Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,FBC:SLB:SpecCode:10177,Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,NA,NA,NA,NA
Fucus vesiculosus,Littorina littorea,Intertidal,Intertidal,NA,NA,Fucus vesiculosus,eaten by,Littorina littorea,NA,NA,NA,NA,NA,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,FBC:SLB:SpecCode:3442,Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
