source_taxon_external_id,sourceTaxonName,source_taxon_path,source_specimen_life_stage,interactionTypeName,target_taxon_external_id,targetTaxonName,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
WD:Q967622,Alaria esculenta,| Alaria esculenta,NA,eaten by,BioGoMx:Spp-59-0782,Cancer irroratus,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
WD:Q967622,Alaria esculenta,| Alaria esculenta,NA,eaten by,EOL:599668,Strongylocentrotus droebachiensis,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
WD:Q967622,Alaria esculenta,| Alaria esculenta,NA,eaten by,EOL:586346,Testudinalia testudinalis,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
WD:Q967622,Alaria esculenta,| Alaria esculenta,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
WD:Q967622,Alaria esculenta,| Alaria esculenta,NA,eaten by,EOL:619396,Littorina littorea,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
WD:Q967622,Alaria esculenta,| Alaria esculenta,NA,eaten by,EOL:619397,Littorina obtusata,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,FBC:SLB:SpecCode:3442,Littorina littorea,Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,FBC:SLB:SpecCode:3442,Littorina littorea,Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL:619397,Littorina obtusata,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL:619396,Littorina littorea,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL:586346,Testudinalia testudinalis,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL_V2:128502,Carcinus maenas,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL:586346,Testudinalia testudinalis,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL_V2:128502,Carcinus maenas,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL:619396,Littorina littorea,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
EOL:902587,Ascophyllum nodosum,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,eaten by,EOL:619397,Littorina obtusata,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,preys on,EOL:593855,Crepidula fornicata,Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula | Crepidula fornicata,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,preys on,EOL_V2:449959,Mytilus edulis,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,preys on,FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,preys on,FBC:SLB:SpecCode:32254,Balanus balanus,Maxillopoda | Sessilia | Balanidae | Balanus | Balanus balanus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,preys on,FBC:SLB:SpecCode:32254,Balanus balanus,Maxillopoda | Sessilia | Balanidae | Balanus | Balanus balanus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,preys on,EOL_V2:449959,Mytilus edulis,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,preys on,FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,preys on,EOL:593855,Crepidula fornicata,Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula | Crepidula fornicata,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,eats,FBC:SLB:SpecCode:49064,Ophiopholis aculeata,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,eats,FBC:SLB:SpecCode:49064,Ophiopholis aculeata,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,eats,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,eats,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,eaten by,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,eaten by,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,ITIS:49515,Obelia longissima,Animalia | Radiata | Cnidaria | Medusozoa | Hydrozoa | Hydroidolina | Leptothecatae | Campanulariidae | Obelia | Obelia longissima,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:32255,Balanus crenatus,Maxillopoda | Sessilia | Balanidae | Balanus | Balanus crenatus,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:32255,Balanus crenatus,Maxillopoda | Sessilia | Balanidae | Balanus | Balanus crenatus,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,EOL_V2:449959,Mytilus edulis,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,ITIS:49515,Obelia longissima,Animalia | Radiata | Cnidaria | Medusozoa | Hydrozoa | Hydroidolina | Leptothecatae | Campanulariidae | Obelia | Obelia longissima,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,EOL:599446,Electra pilosa,Animalia | Bryozoa | Gymnolaemata | Cheilostomatida | Membraniporoidea | Electridae | Electra | Electra pilosa,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,EOL_V2:449959,Mytilus edulis,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,EOL:599446,Electra pilosa,Animalia | Bryozoa | Gymnolaemata | Cheilostomatida | Membraniporoidea | Electridae | Electra | Electra pilosa,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preyed upon by,EOL_V2:128502,Carcinus maenas,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preyed upon by,EOL_V2:128502,Carcinus maenas,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preyed upon by,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preyed upon by,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48661,Asterias rubens,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,eats,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48661,Asterias rubens,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,eats,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48661,Asterias rubens,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:5100,Nucella lapillus,Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48661,Asterias rubens,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:5100,Nucella lapillus,Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48661,Asterias rubens,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48661,Asterias rubens,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:47622,Mytilus edulis,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48661,Asterias rubens,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:47622,Mytilus edulis,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:48661,Asterias rubens,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,preys on,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,FBC:SLB:SpecCode:5100,Nucella lapillus,Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,EOL_V2:212353,Pholis gunnellus,Animalia | Chordata | Actinopterygii | Perciformes | Pholidae | Pholis | Pholis gunnellus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,EOL_V2:994633,Pollachius virens,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,EOL_V2:994633,Pollachius virens,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,EOL_V2:212353,Pholis gunnellus,Animalia | Chordata | Actinopterygii | Perciformes | Pholidae | Pholis | Pholis gunnellus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,EOL:502990,Nucella lapillus,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,EOL_V2:207351,Myoxocephalus scorpius,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,FBC:SLB:SpecCode:5100,Nucella lapillus,Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,EOL:502990,Nucella lapillus,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:32301,Semibalanus balanoides,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,eaten by,EOL_V2:207351,Myoxocephalus scorpius,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
